id,pessoa_profile_id,lider_profile_id,data_inicial,data_final,fim_aquisitivo,inicio_periodo_gozo,fim_periodo_gozo,status_periodo,classificacao,saldo_dias,dias_usufruidos,total_dias_solicitados,total_dias_vendidos,tipo_contrato,observacoes,created_at,updated_at
57dc932c-ba8d-49fa-a2a7-b62434f9372d,,,2023-02-08,,2024-02-07,2024-02-08,2025-02-07,Não Ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0386e2c6-7fa7-488b-9142-32f15685ffc1,,,2024-02-08,,2024-10-09,2025-02-08,2026-02-07,Não Ativo,Não Ativo,0,20,20,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f1a60e77-82a1-48fb-8bee-f1cffa62ff65,,,2021-08-17,,2021-12-21,2022-08-17,2023-08-16,Não Ativo,Não Ativo,0,10,10,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c51c09ac-205e-4c9d-ac33-73c7896d2b8b,,,2021-12-22,,2022-12-21,2022-12-22,2023-12-21,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3e676c10-9c2e-4afc-888b-4ac8d4648019,,,2022-12-22,,2023-12-21,2023-12-22,2024-12-21,ativo,Não Ativo,0,26,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
72bd3135-60a3-4a04-a371-1497c5d0404d,,,2023-12-22,,2024-12-21,2024-12-22,2025-12-21,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4abf1bad-c2da-4264-900c-998f30ab5417,,,2021-06-02,,2021-12-21,2022-06-02,2023-06-01,Não Ativo,Não Ativo,0,16,16,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
15c44798-f766-4428-89f8-af51c3d1f768,,,2021-12-22,,2022-12-21,2022-12-22,2023-12-21,Não Ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
63fd4ccd-3708-4158-bab2-edf13cc01550,,,2022-12-22,,2023-12-21,2023-12-22,2024-12-21,Não Ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b06e5907-1ce7-4b6f-8664-e9b9ce14af07,,,2023-12-22,,2024-12-21,2024-12-22,2025-12-21,Não Ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6bb2a0f2-e8f0-4565-a735-0aec87d6026e,,,2021-06-08,,2021-12-21,2022-06-08,2023-06-07,Não Ativo,Não Ativo,1,15,15,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8b82c1c3-f3ab-4b33-ba02-7c1ce9f290d1,,,2021-12-22,,2022-12-21,2022-12-22,2023-12-21,ativo,Não Ativo,0,30,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
abd4cffd-e52d-40c9-abe6-a9c4c05e0d0d,,,2022-12-22,,2023-12-21,2023-12-22,2024-12-21,ativo,Não Ativo,0,30,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
86a75a8d-6ad5-4835-b203-55a6f10a94be,,,2023-12-22,,2024-12-21,2024-12-22,2025-12-21,ativo,Não Ativo,0,30,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
736c3f68-6865-4399-8fd3-6afe95236431,,,2024-05-06,,2025-05-05,2025-05-06,2026-05-05,ativo,Ativo,0,30,30,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8dfea12f-9c95-42f0-8a1b-fad212561e61,,,2024-05-06,,2025-05-05,2025-05-06,2026-05-05,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8dc00fdf-4203-46f0-9e27-f7f684c35377,,,2024-05-21,,2025-05-20,2025-05-21,2026-05-20,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
636b3cb1-dd21-4add-bd38-79c78b4b3c95,,,2020-08-25,2021-08-24,2021-08-24,2021-08-25,2022-08-24,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b83e7776-a072-4f0c-a081-98ec5f15a307,,,2021-08-25,2022-08-24,2022-08-24,2022-08-25,2023-08-24,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6013d4a4-b457-4790-b41a-3c8fc20ef3bc,,,2022-08-25,2023-08-24,2023-08-24,2023-08-25,2024-08-24,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5d3b0ca9-94ca-4d80-b0f2-02d3585feb6b,,,2018-06-11,2019-06-10,2019-06-10,2019-06-11,2020-06-10,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8a54b823-a2fb-4665-9cfa-d2e5f8777ec9,,,2020-10-30,2021-10-29,2021-10-29,2021-10-30,2022-10-29,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8bc85700-1bc4-420a-99ed-3b8cb7f422c1,,,2021-10-30,2022-10-29,2022-10-29,2022-10-30,2023-10-29,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
46f24b8b-006d-424d-9e3c-4e94d5257af7,,,2022-10-30,2023-10-29,2023-10-29,2023-10-30,2024-10-29,ativo,Não Ativo,2,28,28,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1b1bca36-e58f-401a-8321-959403fcf857,,,2021-11-23,2022-11-22,2022-11-22,2022-11-23,2023-11-22,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4c98a06f-5a23-449f-871c-283862fb2b34,,,2022-04-19,2023-04-18,2023-04-18,2023-04-19,2024-04-18,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
02b0271a-8ac7-4205-9364-668b7494049c,,,2023-04-19,2024-04-18,2024-04-18,2024-04-19,2025-04-18,ativo,Não Ativo,11,19,19,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d34f4319-ff9f-493c-82d6-3a45753ca075,,,2023-10-09,2024-10-08,2024-10-08,2024-10-09,2025-10-08,Ativo,Não Ativo,-7,37,37,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5fc1801f-34f4-41f1-b733-ab0704104e18,,,2021-10-05,,2022-10-04,2022-10-05,2023-10-04,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
efb0155c-6c5c-4656-ac5f-7932eb3bcaa0,,,2022-10-05,,2023-10-04,2023-10-05,2024-10-04,ativo,Não Ativo,13,17,17,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
dc096c73-c3bf-42d5-b31f-4d31857563f4,,,2020-07-03,,2021-07-02,2021-07-03,2022-07-02,Não Ativo,Não Ativo,10,20,20,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
677e3adb-a813-4e20-be3c-968a67043daa,,,2022-03-17,,2023-03-16,2023-03-17,2024-03-16,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4ccae141-4697-4e8a-bb20-af2b45b44cbc,,,2023-07-11,,2024-07-10,2024-07-11,2025-07-10,ativo,Não Ativo,5,25,25,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
96beca45-4876-4568-866b-735c88c732ba,,,2021-10-04,,2022-10-03,2022-10-04,2023-10-03,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
fec00d5a-4bb8-4e18-b496-17d636751e5b,,,2022-10-04,,2023-10-03,2023-10-04,2024-10-03,ativo,Não Ativo,9,21,21,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ba4ddf61-a37d-415a-9848-22e43de0bd7d,,,2018-10-02,,2019-10-01,2019-10-02,2020-10-01,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
42de986c-db3a-410b-9722-7d87bab828f0,,,2020-10-21,,2021-10-20,2021-10-21,2022-10-20,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f258d060-e92c-435d-9541-32ade489bf9e,,,2021-10-21,,2022-10-20,2022-10-21,2023-10-20,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bac6ca5c-6a0f-4503-8d71-959650b3848f,,,2022-10-21,,2023-10-20,2023-10-21,2024-10-20,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
97225f34-095b-44f3-baba-9badc202c172,,,2018-08-14,,2019-08-13,2019-08-14,2020-08-13,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e307576e-7af1-4f22-94b9-b7a03f8f1e14,,,2019-08-14,,2020-08-13,2020-08-14,2021-08-13,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ebcd7154-a794-45ef-ba7c-08bf46d96b85,,,2020-08-14,,2021-08-13,2021-08-14,2022-08-13,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1cb0ef10-82e3-4669-bdd2-2a8192b740a8,,,2022-09-15,,2023-09-14,2023-09-15,2024-09-14,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1008bdee-b01d-406e-9c85-30ac83ab7b4f,,,2022-06-07,2023-06-06,2023-06-06,2023-06-07,2024-06-06,ativo,Não Ativo,9,21,21,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
244b1ff2-d848-4ae5-a96f-a92fb240b584,,,2022-04-05,,2023-04-04,2023-04-05,2024-04-04,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e28b8219-38bb-4755-9a9c-be5ccbe65aee,,,2023-07-11,2024-07-10,2024-07-10,2024-07-11,2025-07-10,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b1b7ff6c-1a69-40d9-9d01-f71b56dee394,,,2021-02-23,2022-02-22,2022-02-22,2022-02-23,2023-02-22,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
126264a8-25ad-4508-8272-d0f5654b75b0,,,2022-02-23,2023-02-22,2023-02-22,2023-02-23,2024-02-22,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
191dd912-db91-48df-a34f-5b7c9055c1d5,,,2020-12-03,2021-12-02,2021-12-02,2021-12-03,2022-12-02,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b9866a29-867b-444f-8c00-88c415d4aba5,,,2021-12-03,2022-12-02,2022-12-02,2022-12-03,2023-12-02,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1031ca06-1b92-4cf4-b7b0-b2b98fd5a211,,,2022-12-03,2023-12-02,2023-12-02,2023-12-03,2024-12-02,ativo,Não Ativo,1,29,29,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a1033c26-4121-4e3c-90d0-9848cf16fa3d,,,2022-07-12,,2023-07-11,2023-07-12,2024-07-11,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0c3508b8-fbb8-42b8-bee8-38152f3d1875,,,2022-03-01,,2023-02-28,2023-03-01,2024-02-29,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,,,2023-03-01,,2024-02-28,2024-03-01,2025-02-28,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a6a34719-008c-40a4-9371-5eb3c904a3b8,,,2018-07-17,,2018-12-23,2019-07-17,2020-07-16,ativo,Não Ativo,10,10,20,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2a7b8091-ee04-4f78-b1b9-a148562017d4,,,2019-05-02,,2019-12-25,2020-05-02,2021-05-01,ativo,Não Ativo,0,20,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f99d0f63-b781-4cf2-a838-b546b6e3a61f,,,2021-02-28,,2022-02-27,2022-02-28,2023-02-27,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4ff84c63-6641-4ee9-bbe2-7b79b594e23b,,,2022-02-28,,2023-02-27,2023-02-28,2024-02-27,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b1122b78-0275-4640-8077-8bc2906b3b54,,,2023-02-28,,2024-02-27,2024-02-28,2025-02-27,ativo,Não Ativo,27,3,3,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1bc29f87-8b41-4451-a41e-42c5773e68df,,,2021-07-13,2022-07-12,2022-07-12,2022-07-13,2023-07-12,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5e26566f-4071-4d13-9ee1-587faaedcbac,,,2022-07-13,2023-07-12,2023-07-12,2023-07-13,2024-07-12,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
80956d5f-3a33-48d4-aa1d-02cd5da78048,,,2020-05-20,2021-05-19,2021-05-19,2021-05-20,2022-05-19,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f15b4e26-52c5-42e4-888a-9e5a690259c9,,,2021-05-20,2022-05-19,2022-05-19,2022-05-20,2023-05-19,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a26bdd50-ef33-45d3-b448-69b2546a0196,,,2021-08-24,2022-08-23,2022-08-23,2022-08-24,2023-08-23,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
902839a7-7910-4fa5-bf71-1a870fdd5936,,,2022-03-01,2023-02-28,2023-02-28,2023-03-01,2024-02-29,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f51fc507-8ebf-4640-9f4f-68cd63e72426,,,2023-03-01,2024-02-29,2024-02-29,2024-03-01,2025-02-28,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1f38e0bb-cafe-486d-b18e-b05ccaf949fd,,,2022-11-23,2023-11-22,2023-11-22,2023-11-23,2024-11-22,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
471f21b8-d148-4d4d-bf7d-c6b0f58fc25b,,,2023-09-15,,2024-09-14,2024-09-15,2025-09-14,ativo,Não Ativo,14,16,16,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
796e70df-0df0-47c2-8255-9ae88e87fc4a,,,2023-02-23,2024-02-22,2024-02-22,2024-02-23,2025-02-22,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5b73371b-fc7c-4916-a271-e404cbbfbc7f,,,2023-07-13,2024-07-12,2024-07-12,2024-07-13,2025-07-12,ativo,Não Ativo,19,11,11,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c939875f-718e-49a3-aae2-d849380ef8b4,,,2022-05-20,2023-05-19,2023-05-19,2023-05-20,2024-05-19,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5d094b2a-862a-466c-a5b4-a6004b19885f,,,2023-05-20,2024-05-19,2024-05-19,2024-05-20,2025-05-19,ativo,Não Ativo,27,3,3,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c00cc384-1041-453b-80e1-a2876fae4638,,,2024-05-20,2024-12-31,2024-12-31,2025-05-20,2026-05-19,ativo,Não Ativo,18,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1b667eba-934d-4cf6-b917-7ae8c163b4fe,,,2023-12-03,2024-12-02,2024-12-02,2024-12-03,2025-12-02,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8bde4646-c1e1-4eb1-ba3c-3df999c3df21,,,2022-08-24,2023-08-23,2023-08-23,2023-08-24,2024-08-23,ativo,Não Ativo,0,30,30,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3c756b46-eed0-46e1-bc43-689f9cd2d3db,,,2023-08-24,2024-08-23,2024-08-23,2024-08-24,2025-08-23,ativo,Não Ativo,6,24,24,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d4272049-3ec6-4705-91ee-80a7bf2ab868,,,2023-08-25,2024-08-24,2024-08-24,2024-08-25,2025-08-24,ativo,Não Ativo,19,11,11,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0a73b1df-4577-423b-b06f-c002700e13b9,,,2023-10-30,2024-10-29,2024-10-29,2024-10-30,2025-10-29,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6774641a-cd73-46f2-b604-1961084de1eb,,,2024-01-01,,2024-12-31,2025-01-01,2025-12-31,ativo,Não Ativo,-1,31,31,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b9cd4eee-0e5e-4401-ac7a-22976b865018,,,2023-06-07,2024-06-06,2024-06-06,2024-06-07,2025-06-06,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a4ae54fd-017e-483d-9d5b-c3a4bc2fbbdd,,,2024-06-07,2024-12-31,2024-12-31,2025-06-07,2026-06-06,Ativo,Não Ativo,17,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
81ff546a-6e3f-49ed-b03e-7f4de0323f92,,,2024-03-01,,2025-02-28,2025-03-01,2026-02-28,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
46cffb55-15ad-4789-9c4a-8b6687118c5c,,,2024-02-28,,2025-02-27,2025-02-28,2026-02-27,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
00a6e52a-aa74-4a7c-ac46-35613d0ab629,,,2023-03-05,,2024-03-04,2024-03-05,2025-03-04,ativo,Não Ativo,9,21,21,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2ab22172-a8f0-4ee6-b920-54c80632abb7,,,2024-03-05,,2025-03-04,2025-03-05,2026-03-04,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5266a659-6d0f-4681-8990-8993ac30fc42,,,2021-09-01,,2021-12-21,2022-09-01,2023-08-31,Não Ativo,Não Ativo,-1,10,10,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7042db12-3af3-4d30-a451-937b0c7f66ab,,,2024-07-11,,2025-07-10,2025-07-11,2026-07-10,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d3005fd0-6b18-42cd-b096-2480952a9148,,,2024-07-11,2024-12-31,2024-12-31,2025-07-11,2026-07-10,ativo,Não Ativo,11,3,3,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3819ff89-54df-41b5-9812-75a90aad9144,,,2024-07-13,2024-12-31,2024-12-31,2025-07-13,2026-07-12,ativo,Não Ativo,14,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7f6c0d3d-b205-477c-8a31-0b9bfb95babf,,,2024-03-17,,2025-03-16,2025-03-17,2026-03-16,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ebe104a7-53ed-4145-aeaf-75d3e00bf862,,,2023-03-17,,2024-03-16,2024-03-17,2025-03-16,ativo,Não Ativo,0,30,30,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
96395d15-aa1c-4c61-b5f4-12c17f6eef2b,,,2024-10-30,2024-12-31,2024-12-31,2025-10-30,2026-10-29,ativo,Não Ativo,5,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
55ae7619-b096-43de-b43d-2ec57c4df52f,,,2023-11-23,2024-11-22,2024-11-22,2024-11-23,2025-11-22,ativo,Não Ativo,15,0,15,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
df2938f6-7e77-4de7-8fff-121418f085ba,,,2024-11-23,2024-12-31,2024-12-31,2025-11-23,2026-11-22,ativo,Não Ativo,3,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e4a4d44c-3be7-492d-8cb6-b484e5e96a54,,,2024-04-15,2024-12-31,2024-12-31,2025-04-15,2026-04-14,Ativo,Não Ativo,12,9,9,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ec934b60-25da-4f29-a170-69beabb76d1c,,,2024-01-01,2025-12-31,,2025-01-01,2025-12-31,Ativo,Não Ativo,21,9,9,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f913a3f4-d4a2-4623-83a0-594517acafde,,,2023-10-05,,2024-10-04,2024-10-05,2025-10-04,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
40a1655c-6dae-494b-bb43-44aeef952616,,,2024-10-05,,2025-10-04,2025-10-05,2026-10-04,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
52897c52-c9ce-42c9-9d08-7b111df83c5e,,,2025-07-11,,2026-07-10,2026-07-11,2027-07-10,ativo,Futuro,21,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
88cda4cd-0251-41fa-aad1-391b29e0ee63,,,2023-10-21,,2024-10-20,2024-10-21,2025-10-20,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
39c92a5f-4c85-4e99-ad35-ca167b363de5,,,2024-01-15,,2025-01-14,2025-01-15,2026-01-14,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
eda53b1c-6991-4d99-a83f-037401a1c853,,,2025-01-15,,2026-01-14,2026-01-15,2027-01-14,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b50880f1-2482-436e-9541-dba0fabacb8f,,,2024-09-15,,2025-09-14,2025-09-15,2026-09-14,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1c207eff-5eba-4a5c-aa8e-cf38fdf736fd,,,2025-09-15,,2026-09-14,2026-09-15,2027-09-14,ativo,Futuro,16,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
833536c2-66b3-4539-914a-8b9511f40fb9,,,2024-02-23,2025-02-22,2024-12-31,2025-02-23,2026-02-22,ativo,Não Ativo,5,21,21,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9de62e0f-0f00-4130-a26e-13b8e0683412,,,2024-01-01,2025-12-31,,2025-01-01,2025-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4ae0455b-fc5e-4959-8757-5bf8e212e151,,,2023-07-12,,2024-07-11,2024-07-12,2025-07-11,ativo,Não Ativo,-8,38,38,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6de2b472-5714-4b63-a462-6568a1885e3c,,,2024-07-12,,2025-07-11,2025-07-12,2026-07-11,ativo,Ativo,6,24,24,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
81d12a2c-8f1a-47ad-ab11-9919fae5e094,,,2025-03-01,,2026-02-28,2026-03-01,2027-02-28,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
05a5c7bd-cb9f-4055-a446-b2c477334560,,,2025-02-28,,2026-02-27,2026-02-28,2027-02-27,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f231a0c5-f4a6-4869-80a1-f2569c6d465c,,,2024-01-01,2025-12-31,2025-12-31,2025-01-01,2025-12-31,ativo,Não Ativo,30,0,0,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
38b61fd1-941c-4ba9-a5a5-ae1646e0a0cb,,,2024-03-01,2024-12-31,2024-12-31,2025-03-01,2026-02-28,ativo,Não Ativo,4,21,21,0,PJ,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ed8129ff-d3a6-4ea7-8040-4a590faf8a3b,,,2023-10-04,,2024-10-03,2024-10-04,2025-10-03,ativo,Não Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a7fb007f-fc71-47a9-8c38-d05429dc260d,,,2024-10-04,,2025-10-03,2025-10-04,2026-10-03,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0a8fa618-5a2a-4e18-baee-5c412ce05687,,,2024-08-22,,,2025-08-22,2026-08-21,ativo,Ativo,15,0,15,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e58eac2c-4f80-469f-87de-3fafffe15297,,,2024-09-06,,2025-09-05,2025-09-06,2026-09-05,ativo,Ativo,11,19,19,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9599b466-f3da-4c20-bf4d-5a69d45b1b7f,,,2024-09-10,,2025-09-09,2025-09-10,2026-09-09,ativo,Ativo,30,0,0,0,CLT,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0265b8a6-7b75-4467-bfb1-4471d7e83f79,,,2024-09-20,,,2025-09-20,2026-09-19,ativo,Ativo,30,0,0,0,,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
