id,created_at,nome,faixa_salarial_inicio,faixa_salarial_centro,faixa_salarial_topo,senioridade_id,archived_at
314,2026-04-06T16:37:09+00:00,HEAD DE BUSINESS UNIT,,,,,
315,2026-04-06T16:37:09+00:00,HEAD DE SERVIÇOS,,,,,
316,2026-04-06T16:37:09+00:00,DIRETORA DE COMERCIAL,,,,,
317,2026-04-06T16:37:09+00:00,GERENTE DE EVENTOS INTERNOS,,,,,
318,2026-04-06T16:37:09+00:00,DIRETOR DE MARKETING,,,,,
319,2026-04-06T16:37:09+00:00,HEAD DE EVENTOS & PARCERIAS,,,,,
320,2026-04-06T16:37:09+00:00,COORDENADOR PRÉ-VENDAS,,,,,
321,2026-04-06T16:37:09+00:00,GERENTE DE CX,,,,,
322,2026-04-06T16:37:09+00:00,GERENTE DE PRÉ-VENDAS,,,,,
323,2026-04-06T16:37:09+00:00,ENGENHEIRO DE DADOS ESPECIALISTA,,,,,
324,2026-04-06T16:37:09+00:00,ESPECIALISTA DE DADOS,,,,,
325,2026-04-06T16:37:09+00:00,ANALISTA DE RELACIONAMENTO SÊNIOR,,,,,
326,2026-04-06T16:37:09+00:00,COORDENADOR DE OPERAÇÕES,,,,,
327,2026-04-06T16:37:09+00:00,ESPECIALISTA DE NEGÓCIO,,,,,
328,2026-04-06T16:37:09+00:00,COORDENADOR DE CONTROLADORIA,,,,,
329,2026-04-06T16:37:09+00:00,CHIEF EXECUTIVO OFFICER,,,,,
330,2026-04-06T16:37:09+00:00,GERENTE DE UNIDADE DE NEGÓCIO,,,,,
331,2026-04-06T16:37:09+00:00,ANALISTA SÊNIOR,,,,,
332,2026-04-06T16:37:09+00:00,ESPECIALISTA DE WEB DESIGNER,,,,,
333,2026-04-06T16:37:09+00:00,COORDENADOR DE GTM (GO TO MARKET),,,,,
334,2026-04-06T16:37:09+00:00,COORDENADOR DE CONTABILIDADE,,,,,
335,2026-04-06T16:37:09+00:00,SENIOR BACKEND ENGINEER,,,,,
336,2026-04-06T16:37:09+00:00,PRODUTORA DE EVENTOS JR.,,,,,
337,2026-04-06T16:37:09+00:00,ANALISTA DE RELACIONAMENTO COM CLIENTE PLENO,,,,,
338,2026-04-06T16:37:09+00:00,ESPECIALISTA DE PERFORMANCE,,,,,
339,2026-04-06T16:37:09+00:00,FULL STACK ENGINEER SÊNIOR,,,,,
340,2026-04-06T16:37:09+00:00,FULLSTACK ENGINEER PLENO,,,,,
341,2026-04-06T16:37:09+00:00,GERENTE DE DESENVOLVIMENTO E CULTURA,,,,,
342,2026-04-06T16:37:09+00:00,ANALISTA DE PEOPLE ANALYTICS E PROJECTS PLENO,,,,,
343,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUPORTE PLENO,,,,,
344,2026-04-06T16:37:09+00:00,GERENTE DE PLANNING & PERFORMANCE,,,,,
345,2026-04-06T16:37:09+00:00,ESPECIALISTA DE BUSINESS PARTNER,,,,,
346,2026-04-06T16:37:09+00:00,ASSOCIATE PRODUT MANAGER,,,,,
347,2026-04-06T16:37:09+00:00,ASSOCIATE PRODUCT MANAGER JÚNIOR,,,,,
348,2026-04-06T16:37:09+00:00,ANALISTA DE SEO SÊNIOR,,,,,
349,2026-04-06T16:37:09+00:00,COORDENADOR DE CYBER SECURITY,,,,,
350,2026-04-06T16:37:09+00:00,COORDENADORA DE PLANEJAMENTO,,,,,
351,2026-04-06T16:37:09+00:00,AGILISTA SÊNIOR,,,,,
352,2026-04-06T16:37:09+00:00,HEAD G4 CAPITAL,,,,,
353,2026-04-06T16:37:09+00:00,GERENTE DE FP&A,,,,,
354,2026-04-06T16:37:09+00:00,COPYWRITER PLENO,,,,,
355,2026-04-06T16:37:09+00:00,ANALISTA CONTÁBIL SÊNIOR,,,,,
356,2026-04-06T16:37:09+00:00,ANALISTA DE COBRANÇA JÚNIOR,,,,,
357,2026-04-06T16:37:09+00:00,PRODUCT DESIGNER PLENO,,,,,
358,2026-04-06T16:37:09+00:00,GROUP PRODUCT MANAGER,,,,,
359,2026-04-06T16:37:09+00:00,ANALISTA DE VENTURE CAPITAL,,,,,
360,2026-04-06T16:37:09+00:00,HEAD DE PROGRAMAS PROFISSIONAIS E SCALE,,,,,
361,2026-04-06T16:37:09+00:00,COMMUNITY MANAGER SÊNIOR,,,,,
362,2026-04-06T16:37:09+00:00,COMMUNITY MANAGER - ESPECIALISTA,,,,,
363,2026-04-06T16:37:09+00:00,ASSISTENTE DE COBRANÇA JUNIOR,,,,,
364,2026-04-06T16:37:09+00:00,PRODUTOR DE CONTEUDO EDUCACIONAL SÊNIOR,,,,,
365,2026-04-06T16:37:09+00:00,ANALISTA DE CONTROLADORIA FP&A PLENO,,,,,
366,2026-04-06T16:37:09+00:00,PRODUTOR DE EVENTOS JUNIOR,,,,,
367,2026-04-06T16:37:09+00:00,ANALISTA DE PRODUÇÃO AUDIOVISUA JUNIOR,,,,,
368,2026-04-06T16:37:09+00:00,JOVEM APRENDIZ,,,,,
369,2026-04-06T16:37:09+00:00,DIRETOR FINANCEIRO,,,,,
370,2026-04-06T16:37:09+00:00,ANALISTA QA PLENO,,,,,
371,2026-04-06T16:37:09+00:00,COMMUNITY MANAGER PLENO,,,,,
372,2026-04-06T16:37:09+00:00,ANALISTA DE MIDIA PAGA SÊNIOR,,,,,
373,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCCESS MANAGER SÊNIOR,,,,,
374,2026-04-06T16:37:09+00:00,ENGENHEIRO FRONT END PLENO,,,,,
375,2026-04-06T16:37:09+00:00,VIDEOMAKER PLENO,,,,,
376,2026-04-06T16:37:09+00:00,PROJECT MANAGER | MARKETING OPS SENIOR,,,,,
377,2026-04-06T16:37:09+00:00,ANALISTA JURIDICO PLENO,,,,,
378,2026-04-06T16:37:09+00:00,CHIEF REVENUE OFFICER,,,,,
379,2026-04-06T16:37:09+00:00,ANALISTA DE YUTUBE E PODCAST PLENO,,,,,
380,2026-04-06T16:37:09+00:00,WEB DESIGNER,,,,,
381,2026-04-06T16:37:09+00:00,ANALISTA DE QUALIDADE,,,,,
382,2026-04-06T16:37:09+00:00,COORDENADOR DE TALENT ACQUISITION,,,,,
383,2026-04-06T16:37:09+00:00,DATA PRODUCT MANAGER SENIOR,,,,,
384,2026-04-06T16:37:09+00:00,COPYWRITER JUNIOR,,,,,
385,2026-04-06T16:37:09+00:00,REDATOR PLENO,,,,,
386,2026-04-06T16:37:09+00:00,ANALISTA DE SEO PLENO,,,,,
387,2026-04-06T16:37:09+00:00,ANALISTA DE RELACIONAMENTO SENIOR,,,,,
388,2026-04-06T16:37:09+00:00,ANALISTA DE MIDIA SOCIAS JUNIOR,,,,,
389,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIETE ESPECIALISTA,,,,,
390,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIETE SENIOR,,,,,
391,2026-04-06T16:37:09+00:00,HEAD DE CUSTOMER EXPERIENCE,,,,,
392,2026-04-06T16:37:09+00:00,HEAD DE PERFORMANCE,,,,,
393,2026-04-06T16:37:09+00:00,ANALISTA DE CYBERSECURITY PLENO,,,,,
394,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER EXPERIENCE PLENO,,,,,
395,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS INTELLIGENCE PLENO,,,,,
396,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS INTELLIGENCE SÊNIOR,,,,,
397,2026-04-06T16:37:09+00:00,PRODUCT MANAGER PRODUTOS DIGITAIS,,,,,
398,2026-04-06T16:37:09+00:00,BACKEND ENGINEER JUNIOR,,,,,
399,2026-04-06T16:37:09+00:00,ANALISTA DE OPERAÇÕES MENTOREX PLENO,,,,,
400,2026-04-06T16:37:09+00:00,ESPECIALISTA DE SALES OPS,,,,,
401,2026-04-06T16:37:09+00:00,BACKEND  SOLFTWARE ENGINEER JUNIOR,,,,,
402,2026-04-06T16:37:09+00:00,HEAD DE SPRINTS,,,,,
403,2026-04-06T16:37:09+00:00,ACCOUNT MANAGER,,,,,
404,2026-04-06T16:37:09+00:00,COORDENADOR DE CONTAS A PAGAR,,,,,
405,2026-04-06T16:37:09+00:00,ANALISTA DE EVENTOS E PARCERIAS SENIOR,,,,,
406,2026-04-06T16:37:09+00:00,ESTAGIÁRIO DE DADOS TECH,,,,,
407,2026-04-06T16:37:09+00:00,ESTAGIÁRIO DE PRODUTOS,,,,,
408,2026-04-06T16:37:09+00:00,ESTAGIÁRIO DE CULTURA E DESESENVOLVIMENTO,,,,,
409,2026-04-06T16:37:09+00:00,ESTAGIÁRIO CONTABIL,,,,,
410,2026-04-06T16:37:09+00:00,ESTAGIÁRIO BUSINESS OPS,,,,,
411,2026-04-06T16:37:09+00:00,HEAD DE SOCIAL MEDIA,,,,,
412,2026-04-06T16:37:09+00:00,ANALISTA DE PAID PERFORMANCE SENIOR,,,,,
413,2026-04-06T16:37:09+00:00,ESTAGIÁRIO COMERCIAL,,,,,
414,2026-04-06T16:37:09+00:00,CHIEF PLATFORM GROWTH OFFICER (CPGO),,,,,
415,2026-04-06T16:37:09+00:00,BUSINESS ANALYST,,,,,
416,2026-04-06T16:37:09+00:00,ANALISTA DE MARKRTING OPS,,,,,
417,2026-04-06T16:37:09+00:00,ASSISTENTE DE RECRUTAMENTO E SELEÇÃO,,,,,
418,2026-04-06T16:37:09+00:00,ASSOCIETE PRODUCT MANAGER,,,,,
419,2026-04-06T16:37:09+00:00,ESPECIALISTA DE CX,,,,,
420,2026-04-06T16:37:09+00:00,GERENTE DE BUSINESS UNIT,,,,,
421,2026-04-06T16:37:09+00:00,HEAD DE MARKETPLACE,,,,,
422,2026-04-06T16:37:09+00:00,DIRETOR DE AUDIO VISUAL,,,,,
