id,pessoa_id,data_inicio_aquisitivo,data_fim_aquisitivo,situacao_periodo,data_inicio_recessivo,data_fim_recessivo,quantidade_dias_adquiridos,quantidade_dias_utilizados,saldo_dias,motivo_recessao,data_concessao_recesso,created_at,updated_at
836a2b42-516e-44b2-a1cc-bb1b1601244d,df4198e5-3599-4fa9-8658-a95050bed8ee,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ec942cbf-d306-4818-bd3e-277411592553,27993847-9fba-4a48-8bc3-fcce03580e52,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
12b4f16d-6c6e-4df5-b800-1119a2842857,b755ec89-0784-400e-9de6-1906b531622e,2023-01-01,2023-12-31,,,,100,5,5,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0b5b0b83-ea00-447e-8a1d-a2f725c18491,1391c1da-9d8f-4fcc-8156-00cd00504ff3,2023-01-01,2023-12-31,,,,100,5,5,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
3196a689-7eea-4823-b86e-c9a92b51bc0a,7ef9297b-ec4f-4e7e-873c-5a717042abd4,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e177ee42-ab33-4b33-8fc1-317bc7e9d1c7,d5acdf8a-d27e-4784-9247-7d9581578d21,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
347e6296-17bb-48a4-906b-fb29beb0c61f,13faac90-46f8-4a3b-a248-74d95fff3c77,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
be0a2f32-27d4-427e-815d-25d5322b9b59,7b9cd134-0206-4690-b2f8-06f7b6020854,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
25823a1b-73c5-4569-bdd0-73e8529f68eb,90a556b9-3cfc-408a-b7b3-b36eec1ffa7f,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f4bb7a6e-5651-4383-ac3c-4496fad1d585,cacbda5e-7400-45ba-a959-097d74d7866c,2023-01-01,2023-12-31,,,,100,3,7,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b092e8c4-d0c0-4531-a386-2cf8525fb544,06e2e250-dc1b-479b-8b1d-6b89ba868c5c,2023-01-01,2023-12-31,,,,100,1,9,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e3f891d9-a83e-4bde-a7e2-18ece9a4969b,974bbdcb-3814-4c18-a85c-d8b2969b8419,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
21fe5b68-3d6c-42b4-8e2f-644a6af937a6,176c8161-7c21-46d3-98f8-d08b7f7e7a09,2023-01-01,2023-12-31,,,,100,2,8,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
861ae5fd-0dd3-416f-ba25-3524f6db58a0,36be18c6-5afd-4a9a-8378-dabf324aaa98,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5ce565fa-97d6-4d1e-9a7c-cf4a940a555c,1fa86504-6302-4125-b056-929b4910c252,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6ffcddc6-13c8-45bc-b173-b3bcb6125cde,374fe992-196c-4459-ac2d-73506e791564,2023-01-01,2023-12-31,,,,100,2,8,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
eda89db4-e9ee-4975-b71d-fd6a22fe504b,80940a1a-19c7-4995-ab6b-664de0dfe98f,2023-01-01,2023-12-31,,,,100,4,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
96723da6-ba84-4d6c-ac3d-96856de3f670,f982bdda-ee0a-4f4b-8c16-9903514cb39b,2023-01-01,2023-12-31,,,,100,2,8,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9b277246-1d41-4131-a4e9-a91d1f30f6af,2c9242c8-0803-40db-ba27-d1637c018242,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
c3252a59-4501-4ad9-9a5c-832742f1e90a,5bd8558e-39c4-419a-96af-b827a91de0bf,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
1a551d39-4084-4042-8f63-f771976c7a11,6e193ab2-cfc2-43e4-893c-85592a7c6f53,2023-01-01,2023-12-31,,,,100,2,8,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
fc83f13d-ca6c-4ae0-8620-b6059851cccb,7cac2d41-b8a9-4b3a-8ac4-93b861344e8e,2023-01-01,2023-12-31,,,,100,7,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6689ba99-1ae8-4a8b-b17d-8e0c44908f59,212080dd-bf5b-40ce-a000-a379bcbe2073,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e0b539c8-4b7c-4dd4-890c-2af126a03968,4bc0ce79-c62e-47cc-8aad-da862f2cf10d,2023-01-01,2023-12-31,,,,100,7,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6c368942-8718-4774-90d0-308fc39a824a,bc340daa-a6ef-42c7-b5de-38fb35844040,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
09a53e1b-6d71-49da-bd57-b7aa70ab8b78,d1634c96-5df7-47b5-b145-f362b054673c,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ddcd2288-70cd-4581-8229-ffcac2692272,3b9f4170-ee8d-43e9-bbeb-14b8e056bac5,2023-01-01,2023-12-31,,,,100,7,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
758548fc-2521-4463-b7f8-2f3e55aace83,53232d18-902f-49ad-a28d-df78b5fca914,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
38371b0d-9bd2-4437-959e-aa1d15399df3,dd9f1e21-2284-4cb7-b6dc-9fb6c2f9a658,2023-01-01,2023-12-31,,,,100,4,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d58e7173-c2fc-44df-82c6-11bfc3df36b6,8e1a92c4-8f9d-4384-a36c-d71755da54e3,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e7eaebbb-1926-4840-936d-d7979aaa8d32,bc7998e9-4c38-4eff-86dc-013e60bb4cd4,2023-01-01,2023-12-31,,,,40,10,-6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
92ad588a-5a4b-47f6-a6bd-0781cefed864,f10c8319-e4c8-47cb-bda8-b70f3300437b,2023-01-01,2023-12-31,,,,10,6,-5,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
2bac6d9c-da1d-49bc-bb53-48c612dcbf69,e8b3b1f8-4943-435e-b3b6-0278dd24ce9f,2023-01-01,2023-12-31,,,,100,3,7,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f280e401-d018-4030-bf82-ef6d6e1a0d80,88d62716-6476-48b0-9ded-1de427df566e,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a6e5e0e7-7be6-4d48-b7bd-38e605548f5b,3a8a88b7-3c62-4678-b293-bb998549e216,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
1d465653-7638-4b72-b67a-8c256e522558,f2a88d41-5aff-4761-8c20-e8e450457244,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
859ac5c7-9a44-447f-beab-1c2019c769f5,e08e1baf-843f-49b8-8241-fe2dd763b134,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5657eb61-463f-4104-a87d-fe93c5cde080,b60be20a-01bd-4c4a-b661-342fab3771c3,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e5273fbb-9be7-4687-9467-ff6dd49df13d,ac0273dc-4473-42a2-bdad-debfa82ae124,2023-01-01,2023-12-31,,,,100,1,9,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
994696ed-f43d-499e-ad72-b801c4317821,e0ae463d-bfab-4fa3-a400-143f1b0224ff,2023-01-01,2023-12-31,,,,100,9,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f5cca79a-e652-48f8-80fa-48bcd2063c2e,bc93e384-afc9-42f4-b8af-5e2e6c4b9275,2023-01-01,2023-12-31,,,,100,4,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ef38c7cd-7a13-47aa-92cf-fa44c22519ba,60edc53c-93b6-4509-b83f-681f5daa8b15,2023-01-01,2023-12-31,,,,100,7,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ab1ba010-175f-4d1a-af14-b1cf9a31d979,f1808b98-9151-49a5-a44f-d2da1a600070,2023-01-01,2023-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0ebc3494-e1e2-4f76-9d21-f4e13f8c7bdc,58ad8da1-a6b0-476e-bf53-d7431a639eb6,2022-09-19,2023-09-18,,,,300,60,-30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5a779d6c-bd12-47e4-8836-a242f0cdd6ca,58ad8da1-a6b0-476e-bf53-d7431a639eb6,2023-01-01,2023-12-31,,,,100,10,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
da1782d0-1640-4e4a-bd0b-f649caf5a9ad,a7f47b2f-dfd6-4588-9566-e6cdf0d37e62,2023-05-08,2024-05-08,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a999a0a5-860f-4d52-a3b8-6950d42a3e03,bfc3a6ec-25b2-4dbe-8d14-ee68da44e02c,2023-05-15,2024-05-15,,,,300,13,17,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
90cc791b-3e3b-44f8-a1dc-48313ab14748,56f36aa0-cba9-4c54-9a6a-bec57800695b,2023-05-15,2024-05-15,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6c1aeb45-2cba-4b2c-8df7-aa92cc4e42eb,a35227eb-14b7-48b0-92a8-ec77df37f4f0,2023-05-08,2024-05-07,,,,300,24,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f1c6e18e-41c6-4641-855c-8d9c75279212,8150640b-55a0-4443-9325-9573884de2f5,2023-05-22,2024-05-21,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
83bfb329-d5ea-4b1f-8bae-6875ae0ea953,2db96a07-517b-4143-8036-1988c857367e,2023-05-22,2024-05-21,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d111f517-33ac-4c63-9101-1ae8f5e39c3e,c2aff27c-37f2-4782-9e65-8849a1d92b54,2023-06-05,2024-06-04,,,,300,29,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e0e73a91-da23-42c6-85bf-448de8a78c00,549ae8ee-e9e5-440e-9226-e7da5e5948d9,2023-06-05,2024-06-05,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
85072694-803c-4771-a88a-6d54d8b0dcfe,549ae8ee-e9e5-440e-9226-e7da5e5948d9,2023-08-15,2023-08-16,,,,20,0,2,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
58b15f15-e547-4882-9ed3-4abe34c678d0,d6c18a62-9986-42ad-b9fe-b55848aef389,2023-06-05,2024-06-04,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
38cf5e47-4bb7-4c1b-9a7a-ae6fd447667f,03f7b959-9005-41f4-8244-575b141c0245,2023-06-05,2024-06-05,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9f0523c9-14c4-4c61-a1b9-0ddde02ebfac,b64b2a42-812b-4947-baeb-ac5e2e0b8aca,2023-07-03,2024-07-02,,,,300,32,-2,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
8faad14d-c63e-4fec-ac65-f17e0ddcae43,92c2bbf8-1f4d-46c8-bbc6-f0921cfc0e4e,2023-07-17,2024-07-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d1a2ca27-89a3-46b3-80f4-0e43950e2d74,0c016f3f-b1a8-41b6-98c0-d454b8a96cee,2023-07-17,2024-07-16,,,,300,15,15,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
8f472369-4021-4b63-8608-0d9b12a2e186,15f2158b-3516-47a6-933f-f092176f3cd5,2023-07-19,2024-07-19,,,,300,19,11,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5d196b20-ec64-4f01-8ba3-eb42002a51fc,4967318a-8b3f-4ef8-8f22-2f05e03b0a0c,2023-07-31,2024-07-30,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0e7e79e2-ef7b-423a-bda2-1568faa5bada,28162dd1-ac70-473d-b75e-b8152194bb09,2023-08-07,2024-08-06,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
583aaccb-cd8e-4d4e-b4dd-554bc189c151,22c73cef-7b87-4851-9515-26f92aed0145,2023-08-21,2023-08-20,,,,300,19,11,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5be19dff-8b9d-4b32-b43e-63f876613f51,f902e34b-c7f3-4d8e-95a8-8fb5ff5afa10,2023-09-04,2024-09-04,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
76bfc074-c491-4e9e-ac50-7a42ea5b5a5a,60edc53c-93b6-4509-b83f-681f5daa8b15,2023-09-27,2024-09-27,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
07fb0a6a-9a29-4582-a392-95201bd1a9bc,212080dd-bf5b-40ce-a000-a379bcbe2073,2023-10-03,2024-10-02,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d3737ae0-03f2-413d-8d48-2a25d832667c,4bc0ce79-c62e-47cc-8aad-da862f2cf10d,2023-10-03,2024-10-02,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b3ced1cf-d2fb-458d-ba51-7aa5a908eba2,bc340daa-a6ef-42c7-b5de-38fb35844040,2023-10-03,2024-10-02,,,,300,1,29,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
68db2359-6e93-4191-bd7a-f1269eb292cf,d1634c96-5df7-47b5-b145-f362b054673c,2023-10-03,2024-10-02,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
c63580de-3985-4f1b-9de2-6c50441f2ac0,27993847-9fba-4a48-8bc3-fcce03580e52,2023-10-04,2024-10-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
37af351f-9b43-4e3f-8228-5fb2a50abc3b,d9821cd7-6b79-4af8-abd4-d6094ae055ab,2023-10-06,2024-10-05,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
1e836a6e-78da-4c5b-b622-3d0f4fd91c4d,3b9f4170-ee8d-43e9-bbeb-14b8e056bac5,2023-10-09,2024-10-09,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
2a14d042-26f0-4bf1-83f6-dd06998f44ed,e6944284-6701-492a-9a59-8f89ed9e778d,2023-10-09,2024-10-09,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5ae46363-55f7-41b9-9abc-658a4c1e629a,dd9f1e21-2284-4cb7-b6dc-9fb6c2f9a658,2023-10-17,2024-10-16,,,,300,27,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d8eec996-c9c2-45f6-9cc6-2ebbb0b8c252,53232d18-902f-49ad-a28d-df78b5fca914,2023-10-16,2024-10-16,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
77413aa8-07c6-4ced-a282-acc6c1ff6ee9,8e1a92c4-8f9d-4384-a36c-d71755da54e3,2023-10-17,2024-10-16,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
71fadab4-bcd0-4080-8d7f-06bdc0b7e991,51729047-d90a-4b0f-9a48-715c40979bc4,2023-10-16,2024-10-15,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
68bd1d87-40ea-4c7a-b5c3-28660964487d,e406a7ac-1bf8-49bc-9909-04ad863868bf,2023-10-16,2024-10-16,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d788cdc5-402f-4723-8d15-22c0b1e128d9,68a652d8-ed12-40f8-949f-4e59f53fac71,2023-10-16,2024-10-15,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9b241101-1ee4-4220-ad5f-5d60e81bdd1d,e198ca4d-1a11-4aac-bbd6-01e1355d0b3a,2023-10-16,2024-10-15,,,,300,20,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
009d8b73-18b2-4a15-bc59-f2994f6541e8,4fdf9246-4eec-4fbe-9d40-8d41a1335b5d,2023-10-23,2024-10-23,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0a53b9ca-cc4d-43cf-a442-b729f621a573,9734853f-4956-467b-9217-536015ee1a3d,2023-10-23,2024-10-22,,,,300,12,18,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
376eb1cb-5349-469c-98b5-2c8d6658a5af,bed94071-eab9-4e38-bdb2-100766987276,2023-10-30,2024-10-29,,,,300,18,12,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f0016742-f1c8-41f6-8a58-a77cdf7a12f6,aeea7aa6-5dd3-41b4-96b9-70ccd969ccf5,2023-10-30,2024-10-29,,,,300,12,18,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b3c3090c-af88-4053-b59a-342fd987a1c1,455db50c-aacf-4dfc-96a4-93ff2140370a,2023-11-04,2024-11-03,,,,300,5,25,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b8a35cb9-e42d-4b65-aaff-0d0e9b52b9e6,e33b16f0-5cbe-4ecf-b040-8d825d3df097,2023-11-04,2024-11-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
af443ccb-8c09-4aaa-985a-81021b84460e,e24224aa-dfc0-4e01-9952-e301d328efa5,2023-11-04,2024-11-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4a0b5064-870d-42ee-ba39-61fa39d9922a,bc7998e9-4c38-4eff-86dc-013e60bb4cd4,2023-08-01,2024-07-31,,,,300,24,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
cfd7a202-6f25-4674-8cb0-863aa736a99e,f10c8319-e4c8-47cb-bda8-b70f3300437b,2023-11-07,2023-11-30,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
279b8fc8-b3d8-4365-ad7a-14d2da9e477c,bc93e384-afc9-42f4-b8af-5e2e6c4b9275,2023-11-07,2024-11-06,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
2bff2e86-a876-4162-848d-dcd40bc72b4f,16315db9-6aef-42a4-a85b-e4b2613abbf8,2023-11-06,2024-11-05,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
14de190d-fd5b-4e4e-ad31-bdf064918cd6,b412f483-60d6-44a6-a485-ea6cb098dd97,2023-11-06,2024-11-05,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
66e2006b-549f-490a-a530-afcc4903d397,9dc771ff-193b-41b4-a336-37b7645e7cdd,2023-11-06,2024-11-05,,,,300,5,25,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
85798843-467a-4dc3-a370-f017c87b8be7,e8b3b1f8-4943-435e-b3b6-0278dd24ce9f,2023-11-08,2024-11-08,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
247d7ff2-9513-484f-8478-dc5818d3924a,e229f3d9-ab9a-405a-86cc-8c6e3467497c,2023-11-21,2024-11-20,,,,300,10,20,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0c2aa9e1-b1b3-496f-9352-51cc88d02355,88d62716-6476-48b0-9ded-1de427df566e,2023-11-21,2024-11-20,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
c40e68b7-7a8c-491f-bdf7-52d62d40cda9,bb243bda-9fe2-4512-a21d-6dbb3e804550,2023-11-22,2024-11-21,,,,300,10,20,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
035a846e-3ec8-41e0-9b21-53ba61d998a4,e8dbf5b1-c62d-4e7a-acb6-34e6b63ea24e,2023-11-13,2024-11-12,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
91b55fe1-5647-4c06-bc85-d5012efe2048,0b2cbc07-a655-4412-b9f2-811c74fe935c,2023-11-21,2024-11-20,,,,300,12,18,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
8c36b8a9-32fe-48f8-8164-594757ca1e01,6ced3002-4fa6-4d65-b76f-9b356570d361,2023-11-21,2024-11-20,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
7b3663e8-cc9d-4b2a-8372-0156d4d4f6b7,3f609088-deff-498d-a406-6a25cffb232f,2023-11-27,2024-11-26,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
537c8f1d-cfb2-44e7-af11-7c7951f66e76,54b2a4bd-d082-4c9a-8916-8eccc3b6b2ec,2023-12-01,2024-11-30,,,,300,16,14,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f2f82ac7-60b6-4d3d-b9b4-2eb2ef8b64b0,122ea9d9-0e7b-4229-b5dc-9f5bb6727672,2023-12-01,2024-12-01,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
38faee17-46ce-49a8-9be4-7b47060052f7,f1808b98-9151-49a5-a44f-d2da1a600070,2023-12-04,2024-12-04,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
427d4f0e-8aee-472e-90b0-a88706c6d423,3a8a88b7-3c62-4678-b293-bb998549e216,2023-12-05,2024-12-04,,,,300,27,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
adf34356-45c2-44d9-88cb-95ab1e2ef0dc,374fe992-196c-4459-ac2d-73506e791564,2023-12-06,2024-12-05,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
1ab6c708-4371-472f-8f79-1175db1f7b18,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,2023-12-07,2024-12-06,,,,300,15,15,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e615b2c8-3152-42a9-a2c7-09eea6d25a78,5dcd1ae2-6f3e-4eaa-9b90-087113080b3b,2023-12-07,2024-12-06,,,,300,31,-1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
61930ed9-bb70-4d8b-8fde-8b022f0d9bff,233adca9-166b-4021-af29-024bdf4a4eae,2023-12-04,2024-12-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
25e78304-ccbc-4b86-9fdd-e5d5b284638c,f2a88d41-5aff-4761-8c20-e8e450457244,2023-12-12,2024-12-11,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ceaed053-f917-436e-98fb-532824cef0b9,e08e1baf-843f-49b8-8241-fe2dd763b134,2023-12-12,2024-12-11,,,,300,29,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4f30b707-00ff-44fc-a618-f60ef0b9b7ff,b60be20a-01bd-4c4a-b661-342fab3771c3,2023-12-12,2024-12-11,,,,300,18,12,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
16f58318-dc9a-427b-8bde-3733d676368c,ac0273dc-4473-42a2-bdad-debfa82ae124,2023-12-12,2024-12-11,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
8b3ceea6-c7e6-45c9-a2b0-61c06b829774,a0444794-3dea-4d85-8b78-76b8875ce91f,2023-12-15,2024-12-14,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
57b60d4c-27a1-4635-b9bb-76a2e2d6c9c8,bba8e787-cff8-4224-a92b-9c3d3a467e37,2023-12-18,2024-12-17,,,,300,20,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f87830ac-730c-43ef-8603-ccdf2c2392a6,3f4491ca-1e9d-4bf0-97bc-8266b21e5607,2023-12-18,2024-12-17,,,,300,15,15,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
23dde7a1-58b1-4a8d-a815-ea18928477ad,0cdb91d5-2d7c-43b6-a064-3900fa989e55,2024-01-01,2024-12-31,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f7d1c134-d768-44ea-89cf-1114b1a8bf72,336f3a47-d234-4eac-bd72-ed4160eeb8ac,2024-01-01,2024-12-31,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
8bca2ab8-6312-46c4-9054-90ded6fa3116,8b1831cc-b08e-4eda-a314-f8e409d50900,2024-01-02,2025-01-01,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
403e30e8-8d5d-4709-af1b-59823ba20aad,51475395-84a5-48a1-9c77-b7e115df6af3,2024-01-01,2024-12-31,,,,100,4,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
606c7f50-0205-4ebb-a9a8-aa7ccc48ce22,16c916d8-28cb-44f4-b02d-69ee047174ce,2024-01-01,2024-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
22592613-b15a-4921-ba5f-564c3ad24e78,28fdd5f4-78ec-4529-a669-757c5b5be176,2024-01-01,2024-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
