id,pessoa_id,contrato_id,periodo_aquisitivo_id,periodo_inicio,periodo_fim,duracao_dias,valor_recesso,mes_ano_referencia,status,observacoes,comentario_gestor,comentario_rh,aprovado_gestor_em,aprovado_rh_em,created_at,updated_at,pagamento_gerado,motivo_reprovacao
4c9ed4a4-3309-41ff-b740-9616dacbce40,bc7998e9-4c38-4eff-86dc-013e60bb4cd4,,e7eaebbb-1926-4840-936d-d7979aaa8d32,2023-06-15,2023-06-15,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
6bd384e9-0be4-4576-8434-1ea231097065,bc7998e9-4c38-4eff-86dc-013e60bb4cd4,,e7eaebbb-1926-4840-936d-d7979aaa8d32,2023-06-16,2023-06-16,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
9c4acfa1-2a78-4820-bdf5-bc45f534ab15,7b9cd134-0206-4690-b2f8-06f7b6020854,,cfd3b062-8e23-448d-9389-c96e376f74b7,2023-07-03,2023-07-07,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
f7d36973-f84f-4768-89ed-c7d297146e64,88d62716-6476-48b0-9ded-1de427df566e,,f280e401-d018-4030-bf82-ef6d6e1a0d80,2023-09-06,2023-09-06,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
65cfc21c-9255-4b90-81a1-2d2af167c966,88d62716-6476-48b0-9ded-1de427df566e,,f280e401-d018-4030-bf82-ef6d6e1a0d80,2023-09-08,2023-09-08,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
c71cf83b-fed6-4f59-8440-e8abfb196005,36be18c6-5afd-4a9a-8378-dabf324aaa98,,6321eaa7-67f8-41f5-8263-0e053f8fac12,2023-07-03,2023-07-10,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
ce0c78d5-9bb6-45dc-989b-e411cb50c339,4c6affb4-80ae-4e55-8af2-992e5286f5db,,,2023-06-15,2023-06-19,,,,Pendente,Doente,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
782a5773-2236-4aea-8232-6ef2ba262346,88d62716-6476-48b0-9ded-1de427df566e,,f280e401-d018-4030-bf82-ef6d6e1a0d80,2023-10-13,2023-10-13,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
6c6228e8-373a-433c-a11c-e6f8e8100a10,13a52a9a-f4a7-4248-8980-e3d90fb5a04f,,,2023-06-15,2023-06-15,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
4f0606f5-ecd8-4a43-9360-a50bdb731a29,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-06-19,2023-06-19,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
f3796fbb-446a-4b10-978e-a381a5d04484,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-01-16,2023-01-16,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
893f9aa1-1c3a-4a2c-bfbb-b9edd6231ac7,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-02-10,2023-02-10,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
807871b8-6d22-4ffc-9e92-a25afc58fa1c,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-02-24,2023-02-24,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
ad724c6e-c61b-4458-9a04-fa8e5b5b891b,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-02-27,2023-02-27,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
ac88ee32-0322-40a7-a391-0458c9daa1a2,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-03-30,2023-03-30,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
2fd0243e-6983-4924-bef2-019e48e459fa,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-04-03,2023-04-03,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
b98dac39-f91b-4539-8405-73d48328dc76,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-04-27,2023-04-27,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
8cea469e-37b1-4146-8580-5baeafe6c728,e41c5749-b33d-4746-9be4-f40d3f42ec66,,ae75ce7e-cc06-40fa-a90f-7f22252f71a6,2023-05-29,2023-05-29,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
5f5d3951-0db3-46a6-858d-ff0c3a0d1711,,,,2023-06-09,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
8a6ba0fa-58ee-4efd-9370-510df010ab69,ee574932-0de9-4a5f-8548-fa9fd96f65df,,190b1df1-8d0c-427b-95ec-38d8f0faedbb,2023-06-19,2023-06-19,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
6fa2a149-3f8b-408f-b5bb-bcccad3f0e5b,31cdce64-04d5-4be0-8acb-49e765305514,,8bb17874-0e14-4b9f-a862-849620ddfc56,2023-06-09,2023-06-09,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
e49a9aa2-cc72-48e4-bac2-f2d87cb9cd98,2be23925-ff1d-4489-a15c-682eb14131a5,,127fb456-cd86-42fc-99f7-4ca0d5f87069,2023-06-30,2023-06-30,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
83350255-dbcb-4dd8-abe9-75cf23616632,2be23925-ff1d-4489-a15c-682eb14131a5,,127fb456-cd86-42fc-99f7-4ca0d5f87069,2023-11-10,2023-11-10,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
9de756de-b1fb-4473-88d2-ce58faf77ab5,60edc53c-93b6-4509-b83f-681f5daa8b15,,ef38c7cd-7a13-47aa-92cf-fa44c22519ba,2023-06-23,2023-06-23,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
8ab6ce82-0dd9-4e23-a763-1d7a9a457600,60edc53c-93b6-4509-b83f-681f5daa8b15,,ef38c7cd-7a13-47aa-92cf-fa44c22519ba,2023-07-03,2023-07-03,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
28b5f246-12ff-41ad-af4c-56e94a7f1b31,60edc53c-93b6-4509-b83f-681f5daa8b15,,ef38c7cd-7a13-47aa-92cf-fa44c22519ba,2023-07-04,2023-07-04,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
94bb3677-e083-4efb-a62c-7c1d69be3977,,,,2023-06-23,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
2b43acef-a32c-41bd-89b8-a950b699c510,9d69529f-e986-4b6d-acd6-1da4ac555512,,66965b13-8c91-4bc9-a9c4-c8db2c327055,2023-06-23,2023-06-23,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
8a414fdf-f86d-44f7-8027-a6b6e4411baa,e24224aa-dfc0-4e01-9952-e301d328efa5,,d2ac10a3-d29d-49e9-a41d-b3447bec1c84,2023-07-03,2023-07-03,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
d9f540ce-cd14-45be-8c8d-6befe9e06e54,bc340daa-a6ef-42c7-b5de-38fb35844040,,6c368942-8718-4774-90d0-308fc39a824a,2023-04-26,2023-04-26,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
d219f6eb-f713-43eb-9e2a-dfe9a4371d4d,bc340daa-a6ef-42c7-b5de-38fb35844040,,9034ac89-23cd-4306-98d9-af1a1e6b3d64,2023-06-26,2023-06-30,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
21ef70cb-a44c-4170-aa17-0e654e17b712,d9821cd7-6b79-4af8-abd4-d6094ae055ab,,d040e887-8c25-4514-855b-ce2787201cd2,2023-11-06,2023-11-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
e16e2183-8228-4e9a-9842-71d07827bc57,d9821cd7-6b79-4af8-abd4-d6094ae055ab,,d040e887-8c25-4514-855b-ce2787201cd2,2023-09-08,2023-09-15,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
9a7d5ddc-d32f-4e45-9ab1-b0c119c65cec,125a9b8a-f842-4097-8e0c-f16255b57996,,70fbe1ba-de0a-40eb-af97-3c9b3aa2e1ea,2023-09-18,2023-10-04,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
bc85ce68-e27e-47af-8f42-01883caa01aa,125a9b8a-f842-4097-8e0c-f16255b57996,,70fbe1ba-de0a-40eb-af97-3c9b3aa2e1ea,2023-12-18,2023-12-22,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
b865e607-59f2-4d77-ac95-7ce9e791252a,a928eeba-0f50-433e-a46a-8c8d36515fb1,,,2023-08-07,2023-08-21,15,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
f65eb555-b371-40bc-810e-0182148721ca,b755ec89-0784-400e-9de6-1906b531622e,,12b4f16d-6c6e-4df5-b800-1119a2842857,2023-06-26,2023-06-26,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
12c732bc-a722-435d-a409-c0669184f042,2480c971-b623-452a-b5d8-f8eb1be66f6f,,,2023-06-12,2023-06-12,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
6b759df2-fa35-4da8-a5aa-443e69cf02d9,,,,2023-06-23,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
80633a54-1ea1-41bc-81aa-93f58e088fd4,2480c971-b623-452a-b5d8-f8eb1be66f6f,,463fe598-52f2-46e9-9bea-7129cd366713,2023-06-23,2023-06-23,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
e8bde1d5-37f7-440a-9cab-a11856e82178,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,0b5b0b83-ea00-447e-8a1d-a2f725c18491,2023-06-23,2023-06-23,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
107c2dbe-e4b3-45f0-a2c1-d07d54c904c6,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,0b5b0b83-ea00-447e-8a1d-a2f725c18491,2023-01-23,2023-01-23,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
26f81573-2023-45e5-9394-ef22e461f875,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,0b5b0b83-ea00-447e-8a1d-a2f725c18491,2023-02-10,2023-02-10,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
82cf4fa9-4a91-445a-8e80-51fe974ef6ab,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,,2023-03-16,2023-03-16,,,,Pendente,Lemon Feriado extra escala fim de ano 2022,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
94e39644-7e1e-489e-ba3f-24515e11f14c,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,0b5b0b83-ea00-447e-8a1d-a2f725c18491,2023-03-17,2023-03-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
666bcaf0-e590-48d4-b629-82ce1914e148,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,0b5b0b83-ea00-447e-8a1d-a2f725c18491,2023-05-02,2023-05-02,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
3e75f6e8-c941-45ca-bd11-e9d14bb93481,1391c1da-9d8f-4fcc-8156-00cd00504ff3,,15ae4888-39ef-4e5b-a5e0-1c14a4f5aa7b,2024-01-02,2024-01-12,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
293e0bf7-0c89-4c75-8882-3db2f37d890c,ff072adc-7f13-4644-9cf2-7bac3ec1ad91,,c6976977-4cca-414f-aa6d-35cee6dc5f6b,2023-06-22,2023-06-22,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
984804f8-956b-4d14-9036-590725ed74da,88d62716-6476-48b0-9ded-1de427df566e,,f280e401-d018-4030-bf82-ef6d6e1a0d80,2023-08-03,2023-08-03,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
167e76ef-b5aa-4249-97e5-d5d29ee2c659,88d62716-6476-48b0-9ded-1de427df566e,,f280e401-d018-4030-bf82-ef6d6e1a0d80,2023-08-04,2023-08-04,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
1b2910a6-e55c-4f8c-8b56-6df1abec0bf2,88d62716-6476-48b0-9ded-1de427df566e,,f280e401-d018-4030-bf82-ef6d6e1a0d80,2023-08-25,2023-08-25,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
9acebc95-4807-4e1e-b236-66da5e00e055,,,,2023-08-09,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
3ea60897-13b1-49d0-a631-90767f2ab680,,,,2023-08-09,2023-08-31,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
6ccaa037-17f4-4e0d-a6d1-8ce23f6b7dd9,4c6affb4-80ae-4e55-8af2-992e5286f5db,,50f4b04b-7454-4418-a3e6-a2e0de3b78ea,2023-10-23,2023-11-06,15,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
5b68b4cf-053f-491b-9188-4bfe004f8a08,4c6affb4-80ae-4e55-8af2-992e5286f5db,,a0ffd83b-de72-4f73-be98-566f1148cfa0,2023-08-10,2023-08-10,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
b23e70b9-b4fa-44a9-ad03-3274a7511e70,ca9b9d61-0299-4d97-b92b-a0b88bc91f97,,,2023-06-30,2023-06-30,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
8e921ac8-8102-45a5-8784-4506da582de6,4bc0ce79-c62e-47cc-8aad-da862f2cf10d,,,2023-06-26,2023-06-26,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
56df8dc3-4a08-4c55-b5db-d0f4a8c708c5,3b9f4170-ee8d-43e9-bbeb-14b8e056bac5,,0f8ca852-6d5c-4ae4-843c-0bc174663c86,2023-10-23,2023-11-21,30,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
ded512ed-6d89-46be-8054-f405e9cefdb7,bb243bda-9fe2-4512-a21d-6dbb3e804550,,c581b42d-7af9-4df3-a168-b8fbd567e02e,2023-09-08,2023-09-08,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
fb1929fb-3022-4025-a67b-b944ae60c298,bb243bda-9fe2-4512-a21d-6dbb3e804550,,,2023-08-28,2023-09-06,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
b6b6ec2e-03c0-466f-bc34-d0f2570e0e6c,28fdd5f4-78ec-4529-a669-757c5b5be176,,b34db96d-fbf2-481f-88e6-2b10b0bc69a4,2023-08-03,2023-09-01,30,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
bf4d9ad9-a694-4883-92ca-42cd547e6f21,2a7d19ff-e42e-4b32-bb18-a5a79492e2e2,,5b316c75-2e8e-4d8f-af20-092f5c51f2b0,2023-06-30,2023-06-30,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
cc2eb1d3-4be9-4ce0-9589-7736073b048c,ce9a43b6-8bd7-48f2-9548-617d150fd029,,,2023-07-14,2023-07-14,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
b55483b8-6de0-4f5e-b466-1969396e2a46,ce9a43b6-8bd7-48f2-9548-617d150fd029,,,2023-08-25,2023-08-25,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
c7254432-efee-468f-b300-b0ec3f9c684b,d9821cd7-6b79-4af8-abd4-d6094ae055ab,,9afbaf7b-3b82-4dfb-b62a-db64a327c459,2023-07-06,2023-07-06,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
84691fb5-7d9a-47b1-956d-15783efe4855,90a556b9-3cfc-408a-b7b3-b36eec1ffa7f,,,2023-09-11,2023-09-20,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
24662064-ff8c-46dc-a824-4222e0eff01d,54b2a4bd-d082-4c9a-8916-8eccc3b6b2ec,,d5dfffd1-ac66-4437-bef0-d0ca373eb986,2023-07-07,2023-07-07,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
cfcb27da-a05c-450a-a435-f2d0e8f956a1,0acc05dd-b5a0-4afa-89b9-34b8ca0bf67a,,21047152-f0cf-42f8-b808-f2e9e06a543a,2023-07-07,2023-07-07,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
221ac8a8-9285-489a-bfbe-ca1a13089842,122ea9d9-0e7b-4229-b5dc-9f5bb6727672,,5367ed1b-8146-45f1-a85d-93ee68b9bfda,2023-07-10,2023-07-10,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
1340833a-5644-401d-9a55-61d7d7a178eb,4225726a-60f4-4a4e-941e-9d5969d19cab,,,2023-07-14,2023-07-14,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
e00d95eb-8c9b-441a-8cf8-f292e127d60c,b6bfcc75-2e77-4c8b-ba8b-26cd74ee85d1,,c3b52257-50c1-4d94-995d-c4ebf256a1a1,2023-07-20,2023-07-20,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
69302237-99e3-4498-a33f-dc9b0e74356c,b6bfcc75-2e77-4c8b-ba8b-26cd74ee85d1,,c3b52257-50c1-4d94-995d-c4ebf256a1a1,2023-07-21,2023-07-21,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
f3c69fb9-0c78-472a-9c29-4d8f25a9f65c,eb0c3ce7-d106-45d5-9509-e4bec0771372,,d6d9afaa-916f-47f0-b93f-23a9915d2fbe,2023-07-17,2023-07-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
3484b2d3-7bd1-4505-b97c-a1e6ff72ce3a,8e1a92c4-8f9d-4384-a36c-d71755da54e3,,d58e7173-c2fc-44df-82c6-11bfc3df36b6,2023-07-17,2023-07-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
91e0b101-1a63-461d-88e0-a16586611af3,8b1831cc-b08e-4eda-a314-f8e409d50900,,833f74f1-8398-4171-afab-3287aca408d3,2023-07-21,2023-07-21,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
b5429207-14c3-4ff3-8471-4f04154c8993,,,,2023-07-26,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
54e85aeb-7b75-4fe7-95bb-29695d3a0929,4a43c54c-0bd4-4743-8acb-efda552cee7f,,2fbac559-b7b1-41ca-9018-d09e91412e6d,2023-07-26,2023-07-26,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
c8e097d1-ae4e-4a32-bf9f-445b09192331,,,,2023-07-14,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
2e921b76-3aa8-4e06-8957-43d01a2756ba,31cdce64-04d5-4be0-8acb-49e765305514,,8bb17874-0e14-4b9f-a862-849620ddfc56,2023-07-14,2023-07-14,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
417c876c-56da-4905-b38b-fda8203a69ba,05e3d1db-37cb-4126-ae4e-cb4f69e6d578,,,2023-08-28,2023-09-06,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
fe6df2ab-28a4-4342-8ed1-6af33d143a16,e0ae463d-bfab-4fa3-a400-143f1b0224ff,,994696ed-f43d-499e-ad72-b801c4317821,2023-07-21,2023-07-21,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
c22b6337-07a5-40be-8f6d-074d73a3afc8,22de8d58-0c90-4282-97f6-7e1bd3448d4b,,80fcec0a-aea7-4e46-b309-69696ecd4b17,2023-07-17,2023-07-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
15f435d4-ec1a-4742-bb91-411004e4b354,a928eeba-0f50-433e-a46a-8c8d36515fb1,,a0803af9-930c-4398-92ab-7b8c930a2f14,2023-07-14,2023-07-14,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
3e7265c9-901f-428f-8d0d-edd83fdc28c7,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,,,2023-05-04,2023-10-30,,,,Pendente,"Licença Maternidade:
120 dias: 04/05/2023 à 31/08/2023
60 dias: 01/08/2023 à 30/10/2023",,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
d2021a1d-77d6-4c17-bea0-72cc618447f4,4d96b3db-87f8-4d6b-961d-46443b683f4c,,,2023-05-18,2023-09-14,,,,Pendente,Licença Maternidade,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
5d23a971-66e7-4899-b07b-a16ecb6877c6,,,,2023-07-17,,,,,Pendente,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
49582b79-2019-4fca-a52a-3f0f3efe9753,e0c58e86-df84-4a68-8f4b-7eda9c7d8ad4,,39064b48-c27e-4d99-a364-f80e7dac5a38,2023-07-17,2023-07-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
8eb4c447-2dfc-45c9-a930-7a159c43cd93,ee574932-0de9-4a5f-8548-fa9fd96f65df,,190b1df1-8d0c-427b-95ec-38d8f0faedbb,2023-07-17,2023-07-17,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
78900847-f3cf-44ca-abba-5f8b3a8a964b,d721c026-76ba-429d-8201-f400048542ba,,6609b650-161a-4f43-b89e-4f9395d40c8d,2023-07-21,2023-07-21,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
45721123-bb77-471a-a5b1-5fa6902a0f49,b508cafe-720d-4142-a125-55959da6a137,,fef35dd1-a8f8-45dd-b8c2-9c6dfd39ac30,2023-08-25,2023-08-25,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
c4cab795-1c5b-4756-9e2d-a5de44fe5e78,b508cafe-720d-4142-a125-55959da6a137,,,2023-09-18,2023-09-22,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
3e96a5df-747d-4a7b-a969-e2ae9b53b36f,12aba2ec-9d3a-4016-90d5-dd0e87e52505,,,2023-07-26,2023-07-26,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
c3dd0253-df40-4811-94a1-f9485f0a3b20,7b9cd134-0206-4690-b2f8-06f7b6020854,,be0a2f32-27d4-427e-815d-25d5322b9b59,2023-08-15,2023-08-15,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
a576d972-bce3-4ef0-aa0b-3fe2ac55bce7,3b9f4170-ee8d-43e9-bbeb-14b8e056bac5,,ddcd2288-70cd-4581-8229-ffcac2692272,2023-01-16,2023-01-16,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
2fe77d81-e09c-4939-a4af-86e55739dfbe,3b9f4170-ee8d-43e9-bbeb-14b8e056bac5,,ddcd2288-70cd-4581-8229-ffcac2692272,2023-08-11,2023-08-11,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
f92b86a8-8902-4c38-8e46-a0cc95d61d6d,13a52a9a-f4a7-4248-8980-e3d90fb5a04f,,,2023-07-13,2023-07-13,,,,Pendente,Pré-Natal,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
7bf666e8-e30b-4712-8d05-6e2da1c8903e,3b9f4170-ee8d-43e9-bbeb-14b8e056bac5,,ddcd2288-70cd-4581-8229-ffcac2692272,2023-08-14,2023-08-14,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
979606b2-c278-4008-9cc1-a02726e7287a,b659848b-7655-47cd-a25b-15cc5b085860,,,2023-07-21,2023-07-21,,,,Aprovado_RH,,,,,,2026-03-30T19:04:52+00:00,2026-03-30T19:04:52+00:00,false,
